id	basisOfRecord	language	modified	rightsHolder	collectionCode	institutionCode	occurrenceID	catalogNumber	scientificName	taxonRank	scientificNameAuthorship	specificEpithet	genus	family	order	kingdom	phylum	class	nomenclaturalCode	identifiedBy	dateIdentified	individualCount	sex	lifeStage	preparations	ownerInstitutionCode	occurrenceRemarks	associatedTaxa	associatedReferences	eventID	countryCode	country	stateProvince	county	municipality	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	geodeticDatum	samplingProtocol	eventDate	recordedBy	eventRemarks
TMU-JKJ-COL-000508;015a7bd9-cb2c-4737-b80d-bdd7ae8fc739	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;015a7bd9-cb2c-4737-b80d-bdd7ae8fc739		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;037306bc-f87b-40c9-9dd3-c3b792550cf0	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;037306bc-f87b-40c9-9dd3-c3b792550cf0		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;03e4e13f-60b9-4603-bd0e-8df8ec5ce89c	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;03e4e13f-60b9-4603-bd0e-8df8ec5ce89c		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;04acf174-28ce-4b96-bb1d-e5912d31b9c8	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;04acf174-28ce-4b96-bb1d-e5912d31b9c8		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;067fed2f-8cfe-479d-9f55-b025225374c3	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;067fed2f-8cfe-479d-9f55-b025225374c3		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;086e9446-64d5-430c-87f9-78a6e564b116	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;086e9446-64d5-430c-87f9-78a6e564b116		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;08823905-5c2c-4398-ad64-41b8a08bee36	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;08823905-5c2c-4398-ad64-41b8a08bee36		Exechia fusca (Meigen, 1804)	species	(Meigen, 1804)	fusca	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;0ab663a0-0e2e-4de4-a5d8-6ff869e74c24	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;0ab663a0-0e2e-4de4-a5d8-6ff869e74c24		Exechia frigida (Boheman, 1865)	species	(Boheman, 1865)	frigida	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;0c6c9da1-ddfc-4dea-be8b-528f180513f1	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;0c6c9da1-ddfc-4dea-be8b-528f180513f1		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;0cec4e21-93dc-4da6-bc8b-4a82af7a4d17	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;0cec4e21-93dc-4da6-bc8b-4a82af7a4d17		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;0e15539f-192e-4847-a899-78a32024709b	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;0e15539f-192e-4847-a899-78a32024709b		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;10c1472b-4448-4780-9226-7b6894bd2a12	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;10c1472b-4448-4780-9226-7b6894bd2a12		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;15338b43-fd59-400c-abe6-e65b20738960	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;15338b43-fd59-400c-abe6-e65b20738960		Exechia contaminata Winnertz, 1864	species	Winnertz, 1864	contaminata	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;15ca3d67-d025-4689-acf7-d6ab16245fb1	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;15ca3d67-d025-4689-acf7-d6ab16245fb1		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;1698a176-9ce9-4aea-878d-1da645e9c25d	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;1698a176-9ce9-4aea-878d-1da645e9c25d		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;17006f78-f972-4856-80af-f2030ed78a95	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;17006f78-f972-4856-80af-f2030ed78a95		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;170d75eb-52e2-40b0-87ec-be55bed1a16d	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;170d75eb-52e2-40b0-87ec-be55bed1a16d		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;1956653d-9574-4021-8b28-b6c969878d14	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;1956653d-9574-4021-8b28-b6c969878d14		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;19d40b05-6dd7-417d-b910-391829a5a1db	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;19d40b05-6dd7-417d-b910-391829a5a1db		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;1c5dce14-fd4d-465e-8842-3d71dc6441f6	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;1c5dce14-fd4d-465e-8842-3d71dc6441f6		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;1d583c26-4196-45f4-8cd2-557f7e6ee8ab	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;1d583c26-4196-45f4-8cd2-557f7e6ee8ab		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;22580641-8f41-4b48-ae8c-de1dbd2922a9	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;22580641-8f41-4b48-ae8c-de1dbd2922a9		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;226bdb92-5a84-43dd-ba6a-553206f62ab4	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;226bdb92-5a84-43dd-ba6a-553206f62ab4		Exechia contaminata Winnertz, 1864	species	Winnertz, 1864	contaminata	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;229b0bb1-96f0-49fa-9cc1-955527474d73	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;229b0bb1-96f0-49fa-9cc1-955527474d73		Exechia contaminata Winnertz, 1864	species	Winnertz, 1864	contaminata	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;24d59479-00f8-420c-9e92-2a2b81671879	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;24d59479-00f8-420c-9e92-2a2b81671879		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;257e51df-4859-4ab9-8aa2-88fcd449059e	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;257e51df-4859-4ab9-8aa2-88fcd449059e		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;25f59313-e4dd-4972-b48b-6a0add957512	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;25f59313-e4dd-4972-b48b-6a0add957512		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;269d0455-ca9d-4ab4-a717-70f0076db2c8	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;269d0455-ca9d-4ab4-a717-70f0076db2c8		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;28aa1247-bd38-425e-906b-eb7a74ceae99	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;28aa1247-bd38-425e-906b-eb7a74ceae99		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;2aa55603-ab17-4d9a-b797-a43305d4c284	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;2aa55603-ab17-4d9a-b797-a43305d4c284		Exechia contaminata Winnertz, 1864	species	Winnertz, 1864	contaminata	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;2be6d79f-e7e2-42e7-9522-6982426597bb	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;2be6d79f-e7e2-42e7-9522-6982426597bb		Exechia contaminata Winnertz, 1864	species	Winnertz, 1864	contaminata	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;2d40429f-bf3a-43b9-b99c-0f91394d8ff7	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;2d40429f-bf3a-43b9-b99c-0f91394d8ff7		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;31853442-9685-403a-a5dd-962bd9a64eb9	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;31853442-9685-403a-a5dd-962bd9a64eb9		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;31fddadc-1774-45e4-8a41-0b0e63f52250	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;31fddadc-1774-45e4-8a41-0b0e63f52250		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;32744a59-f1ff-4645-a6b4-5b812f6b0892	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;32744a59-f1ff-4645-a6b4-5b812f6b0892		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;36312974-0eb8-4c42-a396-8d1ddbea2f46	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;36312974-0eb8-4c42-a396-8d1ddbea2f46		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;372358bd-2253-45bc-afd4-f8dff5558201	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;372358bd-2253-45bc-afd4-f8dff5558201		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;3c1d48e4-9dd0-4ef6-a7cd-6018b09f3425	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;3c1d48e4-9dd0-4ef6-a7cd-6018b09f3425		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;3d8e232a-d07f-4bfb-b29b-6f9806bb0f72	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;3d8e232a-d07f-4bfb-b29b-6f9806bb0f72		Diptera	order					Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;4221fa0e-7971-48f8-9d0d-e6733ced28fc	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;4221fa0e-7971-48f8-9d0d-e6733ced28fc		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;44d9de89-d9b7-4a05-a4c7-a5c0f3df28f2	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;44d9de89-d9b7-4a05-a4c7-a5c0f3df28f2		Exechia	genus			Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	female	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;46f3bd3c-4883-4e3d-8bb3-87b69244b09a	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;46f3bd3c-4883-4e3d-8bb3-87b69244b09a		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
TMU-JKJ-COL-000508;4a7366cc-6431-441d-aba0-41ebace3319e	PreservedSpecimen	en	2021-07-16T16:19Z	Tromsø University Museum	TSZ	TMU	TMU-JKJ-COL-000508;4a7366cc-6431-441d-aba0-41ebace3319e		Mycetophilidae	family				Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-16	1		adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000508	NO	Norway		Troms	Storfjord	Skibotn, Langbakken		69.285833	20.450278	50	WGS84	Sweep-net	2017-07-17	Jostein Kjærandsen	near WT-2 of 2016
