id	basisOfRecord	language	modified	rightsHolder	collectionCode	institutionCode	occurrenceID	catalogNumber	scientificName	taxonRank	scientificNameAuthorship	specificEpithet	genus	family	order	kingdom	phylum	class	nomenclaturalCode	identifiedBy	dateIdentified	individualCount	sex	lifeStage	preparations	ownerInstitutionCode	occurrenceRemarks	associatedTaxa	associatedReferences	eventID	countryCode	country	stateProvince	county	municipality	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	geodeticDatum	samplingProtocol	eventDate	recordedBy	eventRemarks
0fb7fb78-cd14-11eb-9914-a44e3127374c	PreservedSpecimen	en	2021-06-14T13:26Z	Tromsø University Museum	TSZ	TMU	0fb7fb78-cd14-11eb-9914-a44e3127374c	TSZD-JPL-100100	Exechia neorepanda	spnov		neorepanda	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-06-14	1		adult	pinned	TMU		NA	NA	JPL_A194	NO	Norway		Troms	Tromsø	Tromsøya, Folkeparken	in stems of Heraclum persicum	69.634975	18.903577	10	WGS84	Hand-picked	2021-04-04	Jon Peder Lindemann	
1a098126-b029-4b13-a2a5-89f6cb591039	PreservedSpecimen	en	2021-06-14T13:26Z	Tromsø University Museum	TSZ	TMU	1a098126-b029-4b13-a2a5-89f6cb591039	TSZD-JPL-100103	Exechia neorepanda	spnov		neorepanda	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-06-14	1		adult	pinned	TMU		NA	NA	JPL_A194	NO	Norway		Troms	Tromsø	Tromsøya, Folkeparken	in stems of Heraclum persicum	69.634975	18.903577	10	WGS84	Hand-picked	2021-04-04	Jon Peder Lindemann	
7623232c-2447-4ed5-a7bd-e7724039f94c	PreservedSpecimen	en	2021-06-14T13:26Z	Tromsø University Museum	TSZ	TMU	7623232c-2447-4ed5-a7bd-e7724039f94c	TSZD-JPL-100105	Exechia neorepanda	spnov		neorepanda	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-06-14	1		adult	pinned	TMU		NA	NA	JPL_A194	NO	Norway		Troms	Tromsø	Tromsøya, Folkeparken	in stems of Heraclum persicum	69.634975	18.903577	10	WGS84	Hand-picked	2021-04-04	Jon Peder Lindemann	
8a4cc679-0dc0-4b84-9d56-6243844173b6	PreservedSpecimen	en	2021-07-15T15:18Z	Tromsø University Museum	TSZ	TMU	8a4cc679-0dc0-4b84-9d56-6243844173b6		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	TMU-JKJ-COL-000537	NO	Norway		Finnmark	Sør-Varanger	Pasvik, Gjøkbekken		69.152778	29.152222	50	WGS84	Window-trap	2017-07-25/2017-09-26	Jostein Kjærandsen | Martin Torp Dahl	WT 1
ADB-RM-COL-082;0192ed21-9417-4ffd-ac5b-23edbcc54f85	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;0192ed21-9417-4ffd-ac5b-23edbcc54f85		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;0c64edf5-682f-4aea-92ac-69e75ccbd3d5	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;0c64edf5-682f-4aea-92ac-69e75ccbd3d5		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;0d7c6a31-ae4f-4903-afae-a43fc9888b61	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;0d7c6a31-ae4f-4903-afae-a43fc9888b61		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;10f1dd0c-4c2d-4a00-af60-b570b92f9d3f	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;10f1dd0c-4c2d-4a00-af60-b570b92f9d3f		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;29f14c9e-dce2-440e-9b59-3301be052f81	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;29f14c9e-dce2-440e-9b59-3301be052f81		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;3e89c93b-5b75-43b3-ad47-5f1c4a78ec20	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;3e89c93b-5b75-43b3-ad47-5f1c4a78ec20		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;53c192a3-291a-41eb-b575-1e5fb248663f	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;53c192a3-291a-41eb-b575-1e5fb248663f		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;5591182d-c087-4194-a43a-8bcc97aaa7cd	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;5591182d-c087-4194-a43a-8bcc97aaa7cd		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;5abd4555-a32d-4389-97dd-412f85872250	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;5abd4555-a32d-4389-97dd-412f85872250		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;5ade9583-666a-4eda-bf3f-254b6a2e2672	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;5ade9583-666a-4eda-bf3f-254b6a2e2672		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;6cbbbb6f-d842-4d9e-973a-32cfb3ff5a27	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;6cbbbb6f-d842-4d9e-973a-32cfb3ff5a27		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;9269f297-7956-4568-b931-291d8b5e8e5b	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;9269f297-7956-4568-b931-291d8b5e8e5b		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;99581508-c9d3-472a-b552-a8bab83ef40d	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;99581508-c9d3-472a-b552-a8bab83ef40d		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;a2597a16-2053-46f1-a9ff-3c7910901112	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;a2597a16-2053-46f1-a9ff-3c7910901112		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;a6cb8f28-07c6-4bc7-8562-23985085a682	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;a6cb8f28-07c6-4bc7-8562-23985085a682		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;a7043189-4911-474c-a422-226c77aad6ea	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;a7043189-4911-474c-a422-226c77aad6ea		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;e31a3dfc-6ea1-408f-9c90-5291922f4259	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;e31a3dfc-6ea1-408f-9c90-5291922f4259		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;e36adcde-f2ca-4eaf-9f14-3b9ef62e0c75	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;e36adcde-f2ca-4eaf-9f14-3b9ef62e0c75		Exechia lundstroemi Landrock, 1923	species	Landrock, 1923	lundstroemi	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;e66209a4-714b-48ca-a791-cddf4ac3bdd6	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;e66209a4-714b-48ca-a791-cddf4ac3bdd6		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
ADB-RM-COL-082;fd9aa302-6cc5-45e3-a64a-9c1b4569a2c9	PreservedSpecimen	en	2021-07-15T17:46Z	Tromsø University Museum	TSZ	TMU	ADB-RM-COL-082;fd9aa302-6cc5-45e3-a64a-9c1b4569a2c9		Exechia parva Lundstrom, 1909	species	Lundstrom, 1909	parva	Exechia	Mycetophilidae	Diptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-07-15	1	male	adult	pinned	TMU		NA	NA	ADB-RM-COL-082	NO	Norway		Hedmark	Engerdal	Åsen		61.885861	11.782833	50	WGS84	Window-trap	2016-08-18	Rikmyrsprosjektet	
JPL_A017;6412190a-cb60-4c18-af0c-4181e1cfaa5f	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A017;6412190a-cb60-4c18-af0c-4181e1cfaa5f	NA	Pteromalidae	family				Pteromalidae	Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	JPL_pers		NA	NA	JPL_A017	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tromsøya, Johanhaugen	Eriophorum angustifolium flowers	69.6884241	18.9739166	10	WGS84	Reared	2020-07-17/2020-07-19	Jon Peder Lindemann	
JPL_A018;f03f454c-ada2-4ea4-bb16-84bce3ae7cd9	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A018;f03f454c-ada2-4ea4-bb16-84bce3ae7cd9	NA	Pteromalidae	family				Pteromalidae	Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	JPL_pers		NA	NA	JPL_A018	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Sør-Varanger	Gjøkbekken, Gjøkåsen	Eriophorum vaginatum flower	69.1525775	29.193745	10	WGS84	Reared	2017-07-26/2017-07-30	Jon Peder Lindemann	
JPL_A027;11c5148d-19ca-40a1-b3f5-f29b110ae7ec	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;11c5148d-19ca-40a1-b3f5-f29b110ae7ec	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;185c91de-e8c8-46eb-b63f-f4e4fcff46c2	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;185c91de-e8c8-46eb-b63f-f4e4fcff46c2	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;238dabfb-366f-407a-9192-9a68989c11fb	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;238dabfb-366f-407a-9192-9a68989c11fb	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;2ea8d34e-c5e8-4807-929d-0b47fc25f079	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;2ea8d34e-c5e8-4807-929d-0b47fc25f079	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;45c21f2d-0f97-4183-999d-f97456dc0ffb	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;45c21f2d-0f97-4183-999d-f97456dc0ffb	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;4cbc341f-88be-4c39-a136-171bf7f86fcc	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;4cbc341f-88be-4c39-a136-171bf7f86fcc	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;5035bf75-ebc0-465f-82a6-cdca9d56b6d4	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;5035bf75-ebc0-465f-82a6-cdca9d56b6d4	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;5b20f910-ac4f-4427-a9fd-f88812ef911c	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;5b20f910-ac4f-4427-a9fd-f88812ef911c	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;5e75175d-30ed-4a01-a7e6-1f1611dec621	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;5e75175d-30ed-4a01-a7e6-1f1611dec621	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;692ee52c-018a-4e25-855a-7d65e43d9d7a	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;692ee52c-018a-4e25-855a-7d65e43d9d7a	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;7c3db452-8b99-4160-a807-74402e0551ed	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;7c3db452-8b99-4160-a807-74402e0551ed	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;8fd1e46c-821b-4192-8d37-0aa9e294dabf	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;8fd1e46c-821b-4192-8d37-0aa9e294dabf	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;91f7c08c-1bb5-47d0-a4eb-b5bdf1e539bf	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;91f7c08c-1bb5-47d0-a4eb-b5bdf1e539bf	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;a7c9b10a-f8a7-40a4-bcab-c0ab27686902	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;a7c9b10a-f8a7-40a4-bcab-c0ab27686902	NA	Pteromalidae	family				Pteromalidae	Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	JPL_pers		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;a99a5c94-54fc-4c70-83c3-c79e42831e1b	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;a99a5c94-54fc-4c70-83c3-c79e42831e1b	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;aa563240-a3f8-4f6c-af35-ce1cab99019c	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;aa563240-a3f8-4f6c-af35-ce1cab99019c	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
JPL_A027;ab6403cb-17d8-4a6d-a959-872e4755fc1a	PreservedSpecimen	en	2021-03-03T05:14Z	Tromsø University Museum	TSZ	TMU	JPL_A027;ab6403cb-17d8-4a6d-a959-872e4755fc1a	NA	Chalcidoidea	superfamily					Hymenoptera	animalia	arthropoda	insecta	ICZN	Jon Peder Lindemann	2021-03-03	1		adult	pinned	TMU		NA	NA	JPL_A027	NO	Norway		Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku	Tromsø	Tønsvik, Klubbholmen	Juncus gerardii meadow	69.741886	19.159154	100	WGS84	Sweep-net	2020-08-01	Jon Peder Lindemann	
